Start,Finish,Active Calories (kcal),Distance (mi),Heart Rate (count/min),Steps (count)
03-Oct-2014 14:00,03-Oct-2014 15:00,0.0,0.144027822825951,0.0,304.0
03-Oct-2014 15:00,03-Oct-2014 16:00,0.0,0.118759957472072,0.0,269.0
03-Oct-2014 16:00,03-Oct-2014 17:00,0.0,0.177840318786452,0.0,401.0
03-Oct-2014 17:00,03-Oct-2014 18:00,0.0,0.37729561702971,0.0,861.0
03-Oct-2014 18:00,03-Oct-2014 19:00,0.0,0.382997668610521,0.0,814.0
03-Oct-2014 19:00,03-Oct-2014 20:00,0.0,0.361846387406562,0.0,869.0
03-Oct-2014 20:00,03-Oct-2014 21:00,0.0,0.0191279412603996,0.0,42.0
03-Oct-2014 21:00,03-Oct-2014 22:00,0.0,0.0144880460607346,0.0,31.0
03-Oct-2014 22:00,03-Oct-2014 23:00,0.0,0.0119027535442105,0.0,26.0
03-Oct-2014 23:00,04-Oct-2014 00:00,0.0,0.0,0.0,0.0
04-Oct-2014 00:00,04-Oct-2014 01:00,0.0,0.0,0.0,0.0
04-Oct-2014 01:00,04-Oct-2014 02:00,0.0,0.0,0.0,0.0
04-Oct-2014 02:00,04-Oct-2014 03:00,0.0,0.0,0.0,0.0
04-Oct-2014 03:00,04-Oct-2014 04:00,0.0,0.0,0.0,0.0
04-Oct-2014 04:00,04-Oct-2014 05:00,0.0,0.0,0.0,0.0
04-Oct-2014 05:00,04-Oct-2014 06:00,0.0,0.447359296701742,0.0,1063.0
04-Oct-2014 06:00,04-Oct-2014 07:00,0.0,0.267777390970368,0.0,627.0
04-Oct-2014 07:00,04-Oct-2014 08:00,0.0,0.164263358235457,0.0,350.0
04-Oct-2014 08:00,04-Oct-2014 09:00,0.0,0.216609220897253,0.0,507.0
04-Oct-2014 09:00,04-Oct-2014 10:00,0.0,0.231459409856133,0.0,521.0
04-Oct-2014 10:00,04-Oct-2014 11:00,0.0,0.0,0.0,0.0
04-Oct-2014 11:00,04-Oct-2014 12:00,0.0,0.216911556818,0.0,494.0
04-Oct-2014 12:00,04-Oct-2014 13:00,0.0,0.0,0.0,0.0
04-Oct-2014 13:00,04-Oct-2014 14:00,0.0,0.0,0.0,0.0
04-Oct-2014 14:00,04-Oct-2014 15:00,0.0,0.11359403272202,0.0,255.0
04-Oct-2014 15:00,04-Oct-2014 16:00,0.0,0.168811212827294,0.0,388.0
04-Oct-2014 16:00,04-Oct-2014 17:00,0.0,0.120598633666324,0.0,283.0
04-Oct-2014 17:00,04-Oct-2014 18:00,0.0,0.100276688824463,0.0,243.0
04-Oct-2014 18:00,04-Oct-2014 19:00,0.0,0.117924407397756,0.0,271.0
04-Oct-2014 19:00,04-Oct-2014 20:00,0.0,0.13630922754811,0.0,273.0
04-Oct-2014 20:00,04-Oct-2014 21:00,0.0,0.00308918571788644,0.0,7.0
04-Oct-2014 21:00,04-Oct-2014 22:00,0.0,0.0301097061906939,0.0,73.0
04-Oct-2014 22:00,04-Oct-2014 23:00,0.0,0.0101400011432543,0.0,25.0
04-Oct-2014 23:00,05-Oct-2014 00:00,0.0,0.00794306562170666,0.0,18.0
05-Oct-2014 00:00,05-Oct-2014 01:00,0.0,0.0,0.0,0.0
05-Oct-2014 01:00,05-Oct-2014 02:00,0.0,0.0,0.0,0.0
05-Oct-2014 02:00,05-Oct-2014 03:00,0.0,0.0,0.0,0.0
05-Oct-2014 03:00,05-Oct-2014 04:00,0.0,0.0,0.0,0.0
05-Oct-2014 04:00,05-Oct-2014 05:00,0.0,0.0,0.0,0.0
05-Oct-2014 05:00,05-Oct-2014 06:00,0.0,0.0241470670655968,0.0,53.0
05-Oct-2014 06:00,05-Oct-2014 07:00,0.0,0.0573935327061136,0.0,122.0
05-Oct-2014 07:00,05-Oct-2014 08:00,0.0,0.280495888382033,0.0,643.0
05-Oct-2014 08:00,05-Oct-2014 09:00,0.0,0.105111539233668,0.0,222.0
05-Oct-2014 09:00,05-Oct-2014 10:00,0.0,0.0,0.0,0.0
05-Oct-2014 10:00,05-Oct-2014 11:00,0.0,0.0359575858225463,0.0,93.0
05-Oct-2014 11:00,05-Oct-2014 12:00,0.0,0.0751317384582569,0.0,173.0
05-Oct-2014 12:00,05-Oct-2014 13:00,0.0,0.0252923318437011,0.0,60.0
05-Oct-2014 13:00,05-Oct-2014 14:00,0.0,0.0748206645053416,0.0,177.0
05-Oct-2014 14:00,05-Oct-2014 15:00,0.0,0.0401131998494703,0.0,94.0
05-Oct-2014 15:00,05-Oct-2014 16:00,0.0,0.058543651945952,0.0,144.0
05-Oct-2014 16:00,05-Oct-2014 17:00,0.0,0.0382989901460801,0.0,87.0
05-Oct-2014 17:00,05-Oct-2014 18:00,0.0,0.0450164010909698,0.0,110.0
05-Oct-2014 18:00,05-Oct-2014 19:00,0.0,0.0338354090227022,0.0,83.0
05-Oct-2014 19:00,05-Oct-2014 20:00,0.0,0.0,0.0,0.0
05-Oct-2014 20:00,05-Oct-2014 21:00,0.0,0.0046031954633044,0.0,11.0
05-Oct-2014 21:00,05-Oct-2014 22:00,0.0,0.011967997519203,0.0,30.0
05-Oct-2014 22:00,05-Oct-2014 23:00,0.0,0.0,0.0,0.0
05-Oct-2014 23:00,06-Oct-2014 00:00,0.0,0.0,0.0,0.0
06-Oct-2014 00:00,06-Oct-2014 01:00,0.0,0.0,0.0,0.0
06-Oct-2014 01:00,06-Oct-2014 02:00,0.0,0.0,0.0,0.0
06-Oct-2014 02:00,06-Oct-2014 03:00,0.0,0.0,0.0,0.0
